first_column,path_no,o_zone_id,d_zone_id,within_OD_path_no,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,OD_impact_flag,path_network_design_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,node_sequence,link_sequence,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence
,2841,2136,637,0,1,0,sov,PM,1.1,0,1,1,0,0,19,17.9,17.9208,17.9208,9.8205,2136;202474;202475;202482;202480;202476;202809;202790;202608;202607;202586;202585;202588;202602;202604;202730;202729;202744;637;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201317BA;201294BA;201335AB;201105AB;201508AB;201512BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.385328 33.631276)",,,,
,2842,2136,637,1,2,0,sov,PM,1.11,0,1,1,0,0,19,17.9,17.8628,17.8628,9.8291,2136;202474;202475;202482;202480;202476;202809;202790;202608;202607;202586;202585;202588;202602;202604;202730;202729;202511;637;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201317BA;201294BA;201335AB;201105AB;201517AB;201505BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.385328 33.631276)",,,,
,2843,2136,637,2,3,0,sov,PM,1.09,0,1,1,0,0,21,18,17.9542,17.9542,9.4476,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;202619;202730;202729;202744;637;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201270AB;201334BA;201105AB;201508AB;201512BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.385328 33.631276)",,,,
,2844,2136,637,3,4,0,sov,PM,1.1,0,1,1,0,0,21,17.9,17.8963,17.8963,9.4562,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;202619;202730;202729;202511;637;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201270AB;201334BA;201105AB;201517AB;201505BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.385328 33.631276)",,,,
,2845,2136,640,0,1,0,sov,PM,1.1,0,1,1,0,0,20,18.3,18.2588,18.2588,9.3969,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202502;640;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201559AB;201544BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.355060 33.638642, -112.350044 33.631097)",,,,
,2846,2136,645,0,1,0,sov,PM,1.13,0,1,1,0,0,21,19.4,19.3514,19.3514,9.9403,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202500;202782;645;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201546BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.333253 33.631209)",,,,
,2847,2136,645,1,2,0,sov,PM,1.07,0,1,1,0,0,23,19.8,19.8398,19.8398,10.3444,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;202522;202782;645;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201573AB;201546BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.334501 33.638522, -112.333253 33.631209)",,,,
,2848,2136,646,0,1,0,sov,PM,1.1,0,1,1,0,0,23,24.3,24.2728,24.2728,13.6692,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202579;202753;202752;202487;202467;202748;202788;202807;202764;202763;202762;646;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201350AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201067BA;201577AB;201080AB;201636AB;201638BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.342306 33.682083, -112.354371 33.682966, -112.357667 33.686277, -112.381543 33.686830, -112.373623 33.693131)",,,,
,2849,2136,647,0,1,0,sov,PM,1.1,0,1,1,0,0,20,17.9,17.9041,17.9041,10.9791,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202579;202753;202752;202487;202467;202748;202788;202807;647;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201350AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201067BA;201048BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.342306 33.682083, -112.340401 33.687231)",,,,
,2850,2136,649,0,1,0,sov,PM,1.1,0,1,1,0,0,17,12.5,12.4703,12.4703,6.4853,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;649;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201534BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.379392 33.678514)",,,,
,2851,2136,650,0,1,0,sov,PM,1.19,0,1,1,0,0,16,13.2,13.1647,13.1647,6.5325,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202506;650;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201528BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.373945 33.664667)",,,,
,2852,2136,651,0,1,0,sov,PM,1.6,0,1,1,0,0,18,16,16.0382,16.0382,8.1242,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202504;202503;202524;651;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201543AB;201540BA;201492BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.353206 33.650097)",,,,
,2853,2136,651,1,2,0,sov,PM,1.09,0,1,1,0,0,21,16.2,16.1702,16.1702,8.7116,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;651;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201493BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.353206 33.650097)",,,,
,2854,2136,652,0,1,0,sov,PM,1.54,0,1,1,0,0,19,17.2,17.1817,17.1817,8.7634,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202520;652;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201496BA;201575BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.354606 33.678725, -112.350722 33.664185)",,,,
,2855,2136,653,0,1,0,sov,PM,1.17,0,1,1,0,0,20,16.7,16.6976,16.6976,9.1576,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202520;202493;653;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201496BA;201578AB;201583BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.354606 33.678725, -112.336609 33.674255, -112.331604 33.675656)",,,,
,2856,2136,653,1,2,0,sov,PM,1.03,0,1,1,0,0,21,17.8,17.8305,17.8305,11.1915,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202579;202753;202752;202487;202467;202748;202788;202789;202804;653;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201350AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201090AB;201849AB;201051BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.331604 33.675656)",,,,
,2857,2136,654,1,2,0,sov,PM,1.08,0,1,1,0,0,21,18.2,18.1853,18.1853,9.6507,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202504;202503;202524;202517;202523;202522;654;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201543AB;201540BA;201499AB;201581AB;201494AB;201572BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.329712 33.647780)",,,,
,2858,2136,654,0,1,0,sov,PM,1.12,0,1,1,0,0,22,17.8,17.7935,17.7935,9.4883,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;202522;654;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201572BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.329712 33.647780)",,,,
,2859,2136,2061,0,1,0,sov,PM,1.1,0,1,1,0,0,17,14.7,14.6762,14.6762,7.606,2136;202474;202475;202482;202480;202476;202809;202790;202577;202575;202576;202580;202734;202735;202504;202515;2061;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201542BA;201529BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.376931 33.653079, -112.384710 33.658775)",,,,
,2860,2136,2125,0,1,0,sov,PM,1.1,0,1,0,0,0,11,14.9,14.9058,14.9058,8.3565,2136;202474;202475;202482;202480;202476;202809;202796;202925;202923;2125;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,2861,2136,2137,0,1,0,sov,PM,1,0,0,0,0,0,5,6,5.9918,5.9918,2.9246,2136;202474;202484;202485;2137;,201613AB;201614AB;201592BA;201639BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.394627 33.724719, -112.377266 33.724753, -112.385962 33.731851)",,,,
,2862,2136,2142,0,1,0,sov,PM,1.1,0,1,0,0,0,9,11.3,11.319,11.319,5.6258,2136;202474;202475;202482;202480;202476;202809;202796;2142;,201613AB;201615AB;201610BA;201597AB;201605BA;201604AB;201606BA;201603BA;,"LINESTRING (-112.403456 33.731610, -112.404232 33.724651, -112.404888 33.724662, -112.412297 33.724658, -112.409303 33.712999, -112.409310 33.696656, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
